diagonal-traverse	Diagonal Traverse	2	false
next-greater-element-i	Next Greater Element I	1	false
teemo-attacking	Teemo Attacking	2	false
target-sum	Target Sum	2	false
reverse-pairs	Reverse Pairs	3	false
construct-the-rectangle	Construct the Rectangle	1	false
increasing-subsequences	Increasing Subsequences	2	false
the-maze	The Maze	2	true
zuma-game	Zuma Game	3	false
max-consecutive-ones-ii	Max Consecutive Ones II	2	true
predict-the-winner	Predict the Winner	2	false
max-consecutive-ones	Max Consecutive Ones	1	false
find-permutation	Find Permutation	2	true
smallest-good-base	Smallest Good Base	3	false
license-key-formatting	License Key Formatting	1	false
magical-string	Magical String	2	false
sliding-window-median	Sliding Window Median	3	false
largest-palindrome-product	Largest Palindrome Product	3	false
total-hamming-distance	Total Hamming Distance	2	false
number-complement	Number Complement	1	false
heaters	Heaters	1	false
ones-and-zeroes	Ones and Zeroes	2	false
matchsticks-to-square	Matchsticks to Square	2	false
concatenated-words	Concatenated Words	3	false
encode-string-with-shortest-length	Encode String with Shortest Length	3	true
convex-polygon	Convex Polygon	2	true
validate-ip-address	Validate IP Address	2	false
unique-substrings-in-wraparound-string	Unique Substrings in Wraparound String	2	false
count-the-repetitions	Count The Repetitions	3	false
optimal-account-balancing	Optimal Account Balancing	3	true
can-i-win	Can I Win	2	false
island-perimeter	Island Perimeter	1	false
minimum-moves-to-equal-array-elements-ii	Minimum Moves to Equal Array Elements II	2	false
hamming-distance	Hamming Distance	1	false
lfu-cache	LFU Cache	3	false
repeated-substring-pattern	Repeated Substring Pattern	1	false
poor-pigs	Poor Pigs	3	false
circular-array-loop	Circular Array Loop	2	false
132-pattern	132 Pattern	2	false
assign-cookies	Assign Cookies	1	false
4sum-ii	4Sum II	2	false
minimum-moves-to-equal-array-elements	Minimum Moves to Equal Array Elements	1	false
minimum-number-of-arrows-to-burst-balloons	Minimum Number of Arrows to Burst Balloons	2	false
sort-characters-by-frequency	Sort Characters By Frequency	2	false
delete-node-in-a-bst	Delete Node in a BST	2	false
serialize-and-deserialize-bst	Serialize and Deserialize BST	2	false
find-all-numbers-disappeared-in-an-array	Find All Numbers Disappeared in an Array	1	false
number-of-boomerangs	Number of Boomerangs	1	false
arithmetic-slices-ii-subsequence	Arithmetic Slices II - Subsequence	3	false
add-two-numbers-ii	Add Two Numbers II	2	false
sequence-reconstruction	Sequence Reconstruction	2	true
string-compression	String Compression	1	false
find-all-duplicates-in-an-array	Find All Duplicates in an Array	2	false
arranging-coins	Arranging Coins	1	false
k-th-smallest-in-lexicographical-order	K-th Smallest in Lexicographical Order	3	false
ternary-expression-parser	Ternary Expression Parser	2	true
find-all-anagrams-in-a-string	Find All Anagrams in a String	2	false
path-sum-iii	Path Sum III	2	false
find-right-interval	Find Right Interval	2	false
non-overlapping-intervals	Non-overlapping Intervals	2	false
number-of-segments-in-a-string	Number of Segments in a String	1	false
minimum-genetic-mutation	Minimum Genetic Mutation	2	false
all-oone-data-structure	All O`one Data Structure	3	false
word-squares	Word Squares	3	true
longest-repeating-character-replacement	Longest Repeating Character Replacement	2	false
reconstruct-original-digits-from-english	Reconstruct Original Digits from English	2	false
valid-word-square	Valid Word Square	1	true
maximum-xor-of-two-numbers-in-an-array	Maximum XOR of Two Numbers in an Array	2	false
strong-password-checker	Strong Password Checker	3	false
battleships-in-a-board	Battleships in a Board	2	false
sentence-screen-fitting	Sentence Screen Fitting	2	true
pacific-atlantic-water-flow	Pacific Atlantic Water Flow	2	false
partition-equal-subset-sum	Partition Equal Subset Sum	2	false
add-strings	Add Strings	1	false
third-maximum-number	Third Maximum Number	1	false
arithmetic-slices	Arithmetic Slices	2	false
fizz-buzz	Fizz Buzz	1	false
minimum-unique-word-abbreviation	Minimum Unique Word Abbreviation	3	true
split-array-largest-sum	Split Array Largest Sum	3	false
longest-palindrome	Longest Palindrome	1	false
valid-word-abbreviation	Valid Word Abbreviation	1	true
trapping-rain-water-ii	Trapping Rain Water II	3	false
queue-reconstruction-by-height	Queue Reconstruction by Height	2	false
convert-a-number-to-hexadecimal	Convert a Number to Hexadecimal	1	false
sum-of-left-leaves	Sum of Left Leaves	1	false
frog-jump	Frog Jump	3	false
remove-k-digits	Remove K Digits	2	false
binary-watch	Binary Watch	1	false
nth-digit	Nth Digit	2	false
evaluate-division	Evaluate Division	2	false
random-pick-index	Random Pick Index	2	false
integer-replacement	Integer Replacement	2	false
rotate-function	Rotate Function	2	false
longest-substring-with-at-least-k-repeating-characters	Longest Substring with At Least K Repeating Characters	2	false
decode-string	Decode String	2	false
utf-8-validation	UTF-8 Validation	2	false
is-subsequence	Is Subsequence	1	false
perfect-rectangle	Perfect Rectangle	3	false
elimination-game	Elimination Game	2	false
find-the-difference	Find the Difference	1	false
longest-absolute-file-path	Longest Absolute File Path	2	false
first-unique-character-in-a-string	First Unique Character in a String	1	false
lexicographical-numbers	Lexicographical Numbers	2	false
mini-parser	Mini Parser	2	false
shuffle-an-array	Shuffle an Array	2	false
ransom-note	Ransom Note	1	false
linked-list-random-node	Linked List Random Node	2	false
insert-delete-getrandom-o1-duplicates-allowed	Insert Delete GetRandom O(1) - Duplicates allowed	3	false
insert-delete-getrandom-o1	Insert Delete GetRandom O(1)	2	false
design-phone-directory	Design Phone Directory	2	true
kth-smallest-element-in-a-sorted-matrix	Kth Smallest Element in a Sorted Matrix	2	false
combination-sum-iv	Combination Sum IV	2	false
wiggle-subsequence	Wiggle Subsequence	2	false
guess-number-higher-or-lower-ii	Guess Number Higher or Lower II	2	false
guess-number-higher-or-lower	Guess Number Higher or Lower	1	false
find-k-pairs-with-smallest-sums	Find K Pairs with Smallest Sums	2	false
super-pow	Super Pow	2	false
sum-of-two-integers	Sum of Two Integers	2	false
range-addition	Range Addition	2	true
plus-one-linked-list	Plus One Linked List	2	true
largest-divisible-subset	Largest Divisible Subset	2	false
valid-perfect-square	Valid Perfect Square	1	false
find-leaves-of-binary-tree	Find Leaves of Binary Tree	2	true
water-and-jug-problem	Water and Jug Problem	2	false
nested-list-weight-sum-ii	Nested List Weight Sum II	2	true
max-sum-of-rectangle-no-larger-than-k	Max Sum of Rectangle No Larger Than K	3	false
design-hit-counter	Design Hit Counter	2	true
bomb-enemy	Bomb Enemy	2	true
sort-transformed-array	Sort Transformed Array	2	true
logger-rate-limiter	Logger Rate Limiter	1	true
rearrange-string-k-distance-apart	Rearrange String k Distance Apart	3	true
count-numbers-with-unique-digits	Count Numbers with Unique Digits	2	false
line-reflection	Line Reflection	2	true
design-twitter	Design Twitter	2	false
russian-doll-envelopes	Russian Doll Envelopes	3	false
design-snake-game	Design Snake Game	2	true
data-stream-as-disjoint-intervals	Data Stream as Disjoint Intervals	3	false
android-unlock-patterns	Android Unlock Patterns	2	true
intersection-of-two-arrays-ii	Intersection of Two Arrays II	1	false
intersection-of-two-arrays	Intersection of Two Arrays	1	false
design-tic-tac-toe	Design Tic-Tac-Toe	2	true
top-k-frequent-elements	Top K Frequent Elements	2	false
moving-average-from-data-stream	Moving Average from Data Stream	1	true
reverse-vowels-of-a-string	Reverse Vowels of a String	1	false
reverse-string	Reverse String	1	false
integer-break	Integer Break	2	false
power-of-four	Power of Four	1	false
flatten-nested-list-iterator	Flatten Nested List Iterator	2	false
longest-substring-with-at-most-k-distinct-characters	Longest Substring with At Most K Distinct Characters	3	true
nested-list-weight-sum	Nested List Weight Sum	1	true
counting-bits	Counting Bits	2	false
house-robber-iii	House Robber III	2	false
palindrome-pairs	Palindrome Pairs	3	false
self-crossing	Self Crossing	3	false
increasing-triplet-subsequence	Increasing Triplet Subsequence	2	false
largest-bst-subtree	Largest BST Subtree	2	true
reconstruct-itinerary	Reconstruct Itinerary	2	false
verify-preorder-serialization-of-a-binary-tree	Verify Preorder Serialization of a Binary Tree	2	false
patching-array	Patching Array	3	false
longest-increasing-path-in-a-matrix	Longest Increasing Path in a Matrix	3	false
odd-even-linked-list	Odd Even Linked List	2	false
count-of-range-sum	Count of Range Sum	3	false
power-of-three	Power of Three	1	false
maximum-size-subarray-sum-equals-k	Maximum Size Subarray Sum Equals k	2	true
wiggle-sort-ii	Wiggle Sort II	2	false
number-of-connected-components-in-an-undirected-graph	Number of Connected Components in an Undirected Graph	2	true
coin-change	Coin Change	2	false
create-maximum-number	Create Maximum Number	3	false
generalized-abbreviation	Generalized Abbreviation	2	true
bulb-switcher	Bulb Switcher	2	false
maximum-product-of-word-lengths	Maximum Product of Word Lengths	2	false
shortest-distance-from-all-buildings	Shortest Distance from All Buildings	3	true
remove-duplicate-letters	Remove Duplicate Letters	3	false
count-of-smaller-numbers-after-self	Count of Smaller Numbers After Self	3	false
binary-tree-vertical-order-traversal	Binary Tree Vertical Order Traversal	2	true
super-ugly-number	Super Ugly Number	2	false
burst-balloons	Burst Balloons	3	false
sparse-matrix-multiplication	Sparse Matrix Multiplication	2	true
minimum-height-trees	Minimum Height Trees	2	false
best-time-to-buy-and-sell-stock-with-cooldown	Best Time to Buy and Sell Stock with Cooldown	2	false
range-sum-query-2d-mutable	Range Sum Query 2D - Mutable	3	true
range-sum-query-mutable	Range Sum Query - Mutable	2	false
additive-number	Additive Number	2	false
number-of-islands-ii	Number of Islands II	3	true
range-sum-query-2d-immutable	Range Sum Query 2D - Immutable	2	false
range-sum-query-immutable	Range Sum Query - Immutable	1	false
smallest-rectangle-enclosing-black-pixels	Smallest Rectangle Enclosing Black Pixels	3	true
remove-invalid-parentheses	Remove Invalid Parentheses	3	false
longest-increasing-subsequence	Longest Increasing Subsequence	2	false
bulls-and-cows	Bulls and Cows	1	false
binary-tree-longest-consecutive-sequence	Binary Tree Longest Consecutive Sequence	2	true
serialize-and-deserialize-binary-tree	Serialize and Deserialize Binary Tree	3	false
best-meeting-point	Best Meeting Point	3	true
find-median-from-data-stream	Find Median from Data Stream	3	false
flip-game-ii	Flip Game II	2	true
flip-game	Flip Game	1	true
nim-game	Nim Game	1	false
word-pattern-ii	Word Pattern II	3	true
word-pattern	Word Pattern	1	false
game-of-life	Game of Life	2	false
unique-word-abbreviation	Unique Word Abbreviation	2	true
find-the-duplicate-number	Find the Duplicate Number	2	false
walls-and-gates	Walls and Gates	2	true
inorder-successor-in-bst	Inorder Successor in BST	2	true
peeking-iterator	Peeking Iterator	2	false
move-zeroes	Move Zeroes	1	false
expression-add-operators	Expression Add Operators	3	false
zigzag-iterator	Zigzag Iterator	2	true
wiggle-sort	Wiggle Sort	2	true
perfect-squares	Perfect Squares	2	false
first-bad-version	First Bad Version	1	false
find-the-celebrity	Find the Celebrity	2	true
paint-fence	Paint Fence	1	true
h-index-ii	H-Index II	2	false
h-index	H-Index	2	false
integer-to-english-words	Integer to English Words	3	false
closest-binary-search-tree-value-ii	Closest Binary Search Tree Value II	3	true
encode-and-decode-strings	Encode and Decode Strings	2	true
closest-binary-search-tree-value	Closest Binary Search Tree Value	1	true
alien-dictionary	Alien Dictionary	3	true
missing-number	Missing Number	1	false
palindrome-permutation-ii	Palindrome Permutation II	2	true
palindrome-permutation	Palindrome Permutation	1	true
paint-house-ii	Paint House II	3	true
ugly-number-ii	Ugly Number II	2	false
ugly-number	Ugly Number	1	false
graph-valid-tree	Graph Valid Tree	2	true
single-number-iii	Single Number III	2	false
3sum-smaller	3Sum Smaller	2	true
add-digits	Add Digits	1	false
binary-tree-paths	Binary Tree Paths	1	false
paint-house	Paint House	1	true
verify-preorder-sequence-in-binary-search-tree	Verify Preorder Sequence in Binary Search Tree	2	true
factor-combinations	Factor Combinations	2	true
meeting-rooms-ii	Meeting Rooms II	2	true
meeting-rooms	Meeting Rooms	1	true
flatten-2d-vector	Flatten 2D Vector	2	true
count-univalue-subtrees	Count Univalue Subtrees	2	true
group-shifted-strings	Group Shifted Strings	2	true
strobogrammatic-number-iii	Strobogrammatic Number III	3	true
strobogrammatic-number-ii	Strobogrammatic Number II	2	true
strobogrammatic-number	Strobogrammatic Number	1	true
shortest-word-distance-iii	Shortest Word Distance III	2	true
shortest-word-distance-ii	Shortest Word Distance II	2	true
shortest-word-distance	Shortest Word Distance	1	true
valid-anagram	Valid Anagram	1	false
different-ways-to-add-parentheses	Different Ways to Add Parentheses	2	false
search-a-2d-matrix-ii	Search a 2D Matrix II	2	false
sliding-window-maximum	Sliding Window Maximum	3	false
product-of-array-except-self	Product of Array Except Self	2	false
delete-node-in-a-linked-list	Delete Node in a Linked List	1	false
lowest-common-ancestor-of-a-binary-tree	Lowest Common Ancestor of a Binary Tree	2	false
lowest-common-ancestor-of-a-binary-search-tree	Lowest Common Ancestor of a Binary Search Tree	1	false
palindrome-linked-list	Palindrome Linked List	1	false
number-of-digit-one	Number of Digit One	3	false
implement-queue-using-stacks	Implement Queue using Stacks	1	false
power-of-two	Power of Two	1	false
kth-smallest-element-in-a-bst	Kth Smallest Element in a BST	2	false
majority-element-ii	Majority Element II	2	false
summary-ranges	Summary Ranges	2	false
basic-calculator-ii	Basic Calculator II	2	false
invert-binary-tree	Invert Binary Tree	1	false
implement-stack-using-queues	Implement Stack using Queues	1	false
basic-calculator	Basic Calculator	3	false
rectangle-area	Rectangle Area	2	false
count-complete-tree-nodes	Count Complete Tree Nodes	2	false
maximal-square	Maximal Square	2	false
contains-duplicate-iii	Contains Duplicate III	2	false
contains-duplicate-ii	Contains Duplicate II	1	false
the-skyline-problem	The Skyline Problem	3	false
contains-duplicate	Contains Duplicate	1	false
combination-sum-iii	Combination Sum III	2	false
kth-largest-element-in-an-array	Kth Largest Element in an Array	2	false
shortest-palindrome	Shortest Palindrome	3	false
house-robber-ii	House Robber II	2	false
word-search-ii	Word Search II	3	false
add-and-search-word-data-structure-design	Add and Search Word - Data structure design	2	false
course-schedule-ii	Course Schedule II	2	false
minimum-size-subarray-sum	Minimum Size Subarray Sum	2	false
implement-trie-prefix-tree	Implement Trie (Prefix Tree)	2	false
course-schedule	Course Schedule	2	false
reverse-linked-list	Reverse Linked List	1	false
isomorphic-strings	Isomorphic Strings	1	false
count-primes	Count Primes	1	false
remove-linked-list-elements	Remove Linked List Elements	1	false
happy-number	Happy Number	1	false
bitwise-and-of-numbers-range	Bitwise AND of Numbers Range	2	false
number-of-islands	Number of Islands	2	false
binary-tree-right-side-view	Binary Tree Right Side View	2	false
house-robber	House Robber	1	false
number-of-1-bits	Number of 1 Bits	1	false
reverse-bits	Reverse Bits	1	false
rotate-array	Rotate Array	1	false
best-time-to-buy-and-sell-stock-iv	Best Time to Buy and Sell Stock IV	3	false
repeated-dna-sequences	Repeated DNA Sequences	2	false
reverse-words-in-a-string-ii	Reverse Words in a String II	2	true
largest-number	Largest Number	2	false
dungeon-game	Dungeon Game	3	false
binary-search-tree-iterator	Binary Search Tree Iterator	2	false
factorial-trailing-zeroes	Factorial Trailing Zeroes	1	false
excel-sheet-column-number	Excel Sheet Column Number	1	false
two-sum-iii-data-structure-design	Two Sum III - Data structure design	1	true
majority-element	Majority Element	1	false
excel-sheet-column-title	Excel Sheet Column Title	1	false
two-sum-ii-input-array-is-sorted	Two Sum II - Input array is sorted	1	false
fraction-to-recurring-decimal	Fraction to Recurring Decimal	2	false
compare-version-numbers	Compare Version Numbers	2	false
maximum-gap	Maximum Gap	3	false
missing-ranges	Missing Ranges	2	true
find-peak-element	Find Peak Element	2	false
one-edit-distance	One Edit Distance	2	true
intersection-of-two-linked-lists	Intersection of Two Linked Lists	1	false
longest-substring-with-at-most-two-distinct-characters	Longest Substring with At Most Two Distinct Characters	2	true
read-n-characters-given-read4-ii-call-multiple-times	Read N Characters Given Read4 II - Call multiple times	3	true
read-n-characters-given-read4	Read N Characters Given Read4	1	true
binary-tree-upside-down	Binary Tree Upside Down	2	true
min-stack	Min Stack	1	false
find-minimum-in-rotated-sorted-array-ii	Find Minimum in Rotated Sorted Array II	3	false
find-minimum-in-rotated-sorted-array	Find Minimum in Rotated Sorted Array	2	false
maximum-product-subarray	Maximum Product Subarray	2	false
reverse-words-in-a-string	Reverse Words in a String	2	false
evaluate-reverse-polish-notation	Evaluate Reverse Polish Notation	2	false
max-points-on-a-line	Max Points on a Line	3	false
sort-list	Sort List	2	false
insertion-sort-list	Insertion Sort List	2	false
lru-cache	LRU Cache	2	false
binary-tree-postorder-traversal	Binary Tree Postorder Traversal	3	false
binary-tree-preorder-traversal	Binary Tree Preorder Traversal	2	false
reorder-list	Reorder List	2	false
linked-list-cycle-ii	Linked List Cycle II	2	false
linked-list-cycle	Linked List Cycle	1	false
word-break-ii	Word Break II	3	false
word-break	Word Break	2	false
copy-list-with-random-pointer	Copy List with Random Pointer	2	false
single-number-ii	Single Number II	2	false
single-number	Single Number	1	false
candy	Candy	3	false
gas-station	Gas Station	2	false
clone-graph	Clone Graph	2	false
palindrome-partitioning-ii	Palindrome Partitioning II	3	false
palindrome-partitioning	Palindrome Partitioning	2	false
surrounded-regions	Surrounded Regions	2	false
sum-root-to-leaf-numbers	Sum Root to Leaf Numbers	2	false
longest-consecutive-sequence	Longest Consecutive Sequence	3	false
word-ladder	Word Ladder	2	false
word-ladder-ii	Word Ladder II	3	false
valid-palindrome	Valid Palindrome	1	false
binary-tree-maximum-path-sum	Binary Tree Maximum Path Sum	3	false
best-time-to-buy-and-sell-stock-iii	Best Time to Buy and Sell Stock III	3	false
best-time-to-buy-and-sell-stock-ii	Best Time to Buy and Sell Stock II	1	false
best-time-to-buy-and-sell-stock	Best Time to Buy and Sell Stock	1	false
triangle	Triangle	2	false
pascals-triangle-ii	Pascal's Triangle II	1	false
pascals-triangle	Pascal's Triangle	1	false
populating-next-right-pointers-in-each-node-ii	Populating Next Right Pointers in Each Node II	2	false
populating-next-right-pointers-in-each-node	Populating Next Right Pointers in Each Node	2	false
distinct-subsequences	Distinct Subsequences	3	false
flatten-binary-tree-to-linked-list	Flatten Binary Tree to Linked List	2	false
path-sum-ii	Path Sum II	2	false
path-sum	Path Sum	1	false
minimum-depth-of-binary-tree	Minimum Depth of Binary Tree	1	false
balanced-binary-tree	Balanced Binary Tree	1	false
convert-sorted-list-to-binary-search-tree	Convert Sorted List to Binary Search Tree	2	false
convert-sorted-array-to-binary-search-tree	Convert Sorted Array to Binary Search Tree	1	false
binary-tree-level-order-traversal-ii	Binary Tree Level Order Traversal II	1	false
construct-binary-tree-from-inorder-and-postorder-traversal	Construct Binary Tree from Inorder and Postorder Traversal	2	false
construct-binary-tree-from-preorder-and-inorder-traversal	Construct Binary Tree from Preorder and Inorder Traversal	2	false
maximum-depth-of-binary-tree	Maximum Depth of Binary Tree	1	false
binary-tree-zigzag-level-order-traversal	Binary Tree Zigzag Level Order Traversal	2	false
binary-tree-level-order-traversal	Binary Tree Level Order Traversal	2	false
symmetric-tree	Symmetric Tree	1	false
same-tree	Same Tree	1	false
recover-binary-search-tree	Recover Binary Search Tree	3	false
validate-binary-search-tree	Validate Binary Search Tree	2	false
interleaving-string	Interleaving String	3	false
unique-binary-search-trees	Unique Binary Search Trees	2	false
unique-binary-search-trees-ii	Unique Binary Search Trees II	2	false
binary-tree-inorder-traversal	Binary Tree Inorder Traversal	2	false
restore-ip-addresses	Restore IP Addresses	2	false
reverse-linked-list-ii	Reverse Linked List II	2	false
decode-ways	Decode Ways	2	false
subsets-ii	Subsets II	2	false
gray-code	Gray Code	2	false
merge-sorted-array	Merge Sorted Array	1	false
scramble-string	Scramble String	3	false
partition-list	Partition List	2	false
maximal-rectangle	Maximal Rectangle	3	false
largest-rectangle-in-histogram	Largest Rectangle in Histogram	3	false
remove-duplicates-from-sorted-list	Remove Duplicates from Sorted List	1	false
remove-duplicates-from-sorted-list-ii	Remove Duplicates from Sorted List II	2	false
search-in-rotated-sorted-array-ii	Search in Rotated Sorted Array II	2	false
remove-duplicates-from-sorted-array-ii	Remove Duplicates from Sorted Array II	2	false
word-search	Word Search	2	false
subsets	Subsets	2	false
combinations	Combinations	2	false
minimum-window-substring	Minimum Window Substring	3	false
sort-colors	Sort Colors	2	false
search-a-2d-matrix	Search a 2D Matrix	2	false
set-matrix-zeroes	Set Matrix Zeroes	2	false
edit-distance	Edit Distance	3	false
simplify-path	Simplify Path	2	false
climbing-stairs	Climbing Stairs	1	false
sqrtx	Sqrt(x)	1	false
text-justification	Text Justification	3	false
add-binary	Add Binary	1	false
plus-one	Plus One	1	false
valid-number	Valid Number	3	false
minimum-path-sum	Minimum Path Sum	2	false
unique-paths-ii	Unique Paths II	2	false
unique-paths	Unique Paths	2	false
rotate-list	Rotate List	2	false
permutation-sequence	Permutation Sequence	3	false
spiral-matrix-ii	Spiral Matrix II	2	false
length-of-last-word	Length of Last Word	1	false
insert-interval	Insert Interval	3	false
merge-intervals	Merge Intervals	2	false
jump-game	Jump Game	2	false
spiral-matrix	Spiral Matrix	2	false
maximum-subarray	Maximum Subarray	1	false
n-queens-ii	N-Queens II	3	false
n-queens	N-Queens	3	false
powx-n	Pow(x, n)	2	false
group-anagrams	Group Anagrams	2	false
rotate-image	Rotate Image	2	false
permutations-ii	Permutations II	2	false
permutations	Permutations	2	false
jump-game-ii	Jump Game II	3	false
wildcard-matching	Wildcard Matching	3	false
multiply-strings	Multiply Strings	2	false
trapping-rain-water	Trapping Rain Water	3	false
first-missing-positive	First Missing Positive	3	false
combination-sum-ii	Combination Sum II	2	false
combination-sum	Combination Sum	2	false
count-and-say	Count and Say	1	false
sudoku-solver	Sudoku Solver	3	false
valid-sudoku	Valid Sudoku	2	false
search-insert-position	Search Insert Position	1	false
find-first-and-last-position-of-element-in-sorted-array	Find First and Last Position of Element in Sorted Array	2	false
search-in-rotated-sorted-array	Search in Rotated Sorted Array	2	false
longest-valid-parentheses	Longest Valid Parentheses	3	false
next-permutation	Next Permutation	2	false
substring-with-concatenation-of-all-words	Substring with Concatenation of All Words	3	false
divide-two-integers	Divide Two Integers	2	false
implement-strstr	Implement strStr()	1	false
remove-element	Remove Element	1	false
remove-duplicates-from-sorted-array	Remove Duplicates from Sorted Array	1	false
reverse-nodes-in-k-group	Reverse Nodes in k-Group	3	false
swap-nodes-in-pairs	Swap Nodes in Pairs	2	false
merge-k-sorted-lists	Merge k Sorted Lists	3	false
generate-parentheses	Generate Parentheses	2	false
merge-two-sorted-lists	Merge Two Sorted Lists	1	false
valid-parentheses	Valid Parentheses	1	false
remove-nth-node-from-end-of-list	Remove Nth Node From End of List	2	false
4sum	4Sum	2	false
letter-combinations-of-a-phone-number	Letter Combinations of a Phone Number	2	false
3sum-closest	3Sum Closest	2	false
3sum	3Sum	2	false
longest-common-prefix	Longest Common Prefix	1	false
roman-to-integer	Roman to Integer	1	false
integer-to-roman	Integer to Roman	2	false
container-with-most-water	Container With Most Water	2	false
regular-expression-matching	Regular Expression Matching	3	false
palindrome-number	Palindrome Number	1	false
string-to-integer-atoi	String to Integer (atoi)	2	false
reverse-integer	Reverse Integer	1	false
zigzag-conversion	ZigZag Conversion	2	false
longest-palindromic-substring	Longest Palindromic Substring	2	false
median-of-two-sorted-arrays	Median of Two Sorted Arrays	3	false
longest-substring-without-repeating-characters	Longest Substring Without Repeating Characters	2	false
add-two-numbers	Add Two Numbers	2	false
two-sum	Two Sum	1	false
